mean_val,variance_val,skewness_val,kurtosis_val,approx_coeff_mean,horiz_coeff_mean,vert_coeff_mean,depth_coeff_mean,dominant_frequency_magnitude,total_energy,lbp_uniformity,porosity
0.06961574799944584,0.0016566219219003551,2.3227819596140677,10.367043499007316,0.19690306995112808,0.00027061135822125314,-0.0003181836477239734,4.67885552282456e-05,145994.80514853392,28600383394.19064,0.000360805168384104,0.5977025032043457
0.14916886483941627,0.00821419164144687,1.9269778971069544,8.140191672328571,0.42191326347940367,0.0006541300407858133,0.0006314416606097889,-0.00109558017172296,312829.78323571174,133988870169.50755,0.0006248103063626331,0.5664777755737305
0.2057137691216824,0.007926117561491657,2.484997173301392,10.270054219174924,0.5818464045175418,0.0006334586503610498,-3.537685648970724e-06,-0.0011933760230625667,431413.0423410743,220976646789.9004,0.0007892825401540903,0.6169204711914064
0.14207428476015907,0.010103304863775859,1.929552142427762,7.655637437884231,0.40184676074454817,0.000989509216134828,0.0005428653447158221,-0.0014416033220217709,297951.37043333706,133209823849.85312,0.0004626260097211343,0.5614914894104004
0.17767815627323233,0.008046673057766612,2.3279622232092056,9.320217595164303,0.5025497166781027,0.0007112349742172968,-0.0004997419369685998,-0.00048400090791877673,372618.1007847216,174233891400.1183,0.0007234448012241046,0.6085782051086426
0.16298641647774495,0.00871739038026426,1.7377985073756967,6.992986912115361,0.4609952013308334,0.0009343956217957338,-0.00059123993829146,-0.001073041481183585,341807.28928913584,155171711359.03983,0.00045600693329106434,0.5706019401550293
0.16973720653967164,0.011410708563110245,1.6247799534873455,6.123128577147215,0.48008931905545393,0.0009104759672966831,0.0001586066164972628,-0.001248219579220618,355964.7221690855,176895710414.12582,0.0005910360587222385,0.5643186569213867
0.16895620858016253,0.008508524487580889,2.241853168050821,8.527083635086129,0.4778803232424063,0.0007441294113205424,-0.00043448588146123855,0.000106202180022481,354326.8507363048,162968403589.9556,0.00043984951980746706,0.5955815315246582
0.18565071264407584,0.008711570808740932,2.3944325205022365,9.368338587273128,0.5250995113709649,-5.000500280676241e-05,1.5395281780001263e-05,0.0005066775048908626,389337.7633229491,189897787550.93515,0.0003811890696852061,0.6028809547424316
0.11009327306519152,0.004975650721918114,2.3737757447715424,8.865392386772822,0.31139079978967704,-7.834480590186169e-05,-3.373706486495513e-05,0.00015942775906441112,230882.32779521265,75189792586.14006,0.0003970049169765844,0.6020689010620117
0.13164418434184763,0.007063543846871839,2.3937431647834844,8.983800114884545,0.37234598180756934,-0.000344470187124197,-0.0001372225055985791,-0.0001006880248757156,276077.86448087427,107284781628.08484,0.00039996193891056464,0.6077184677124025
