mean_val,variance_val,skewness_val,kurtosis_val,approx_coeff_mean,horiz_coeff_mean,vert_coeff_mean,depth_coeff_mean,dominant_frequency_magnitude,total_energy,lbp_uniformity,porosity
0.2412645130974712,0.0054061654453653124,1.913312156326329,9.206563685360058,0.6823990930835697,-0.00013717024790302958,0.00031122953466257186,0.00022272623851228807,505968.35617138766,279780544522.21606,0.00026906876155408094,0.5626358985900879
0.14108881164215195,0.007672755990099667,0.27032648823823324,1.0969644417194182,0.3990594218468689,-0.0018487164968140903,-0.000915090017689704,-0.0005343089927502109,295884.6835129624,121292883650.37605,0.0002959501794066455,0.3982787132263184
0.13195843405996996,0.0026940399241905336,1.903703235855944,9.618055228679527,0.3732348142342505,0.00011863629039709323,-6.464848281512989e-05,0.0006006449287837467,276736.89390573406,88431821337.95453,0.0003234365995012922,0.5433697700500488
0.12336235666341772,0.0031455661660362315,2.3385694156903427,10.344421733551238,0.3489214357594248,-6.180077901715105e-05,-7.972569592720758e-05,4.092578281201874e-05,258709.6130014,80765010161.31659,0.0003118483323305554,0.5737814903259277
0.078068037862718,0.001144832208579418,3.0470663028891476,21.189474015785954,0.22080975586662413,0.000103348075141705,-0.00024478181756176727,-0.0001082464590793561,163720.54173987475,31839441088.340267,0.00027148100480189896,0.5940542221069336
0.15569618554385356,0.0049152196232185455,2.633728821941423,12.926450623242788,0.4403753144117509,-0.00011505513107996978,-0.00011155414146529344,-0.00021497838572004287,326518.5669056634,128231739049.3345,0.0003560345253390551,0.5734519958496094
0.14199273046843738,0.003811408502596397,2.8170099124577272,13.946454050558756,0.4016160903737029,-0.00010175376725840312,4.493827478889605e-05,-0.00020845394748388689,297780.3386873442,105435881975.98569,0.0002919069042945921,0.5845685005187988
0.11423309226349423,0.003323069445286613,1.4096734351220293,8.032387321896332,0.3230999767017014,0.0003595011458185856,-0.00018453842078271964,0.0009786627017454906,239564.15790657143,72005999733.4838,0.0003832063412119169,0.4957866668701172
0.15784839950540475,0.004758963904052932,1.3204026729455343,8.041388710621828,0.44646269475885986,0.0005925510423687259,-0.00014766436672447803,-0.001186052175599448,331032.08671955846,130512387032.5951,0.00032529565032746177,0.501096248626709
0.18613111497110088,0.0067718092100074205,2.063169433666886,9.6699380613869,0.526458294343514,-0.00018865975877300017,-1.403909798924554e-05,0.0002898278349573929,390345.2400238745,182152138279.231,0.0003662609806269757,0.5513625144958496
0.13113777568591675,0.008462614061563893,0.9124588802301024,3.5804459004373674,0.37091364182892805,0.0009154934114861072,-5.963676219320718e-06,-0.0018432970851942133,275015.8485552715,112852687204.85667,0.0003774922251977841,0.4376192092895508
0.21451265324828428,0.005672441446001109,2.3824010820939887,9.891668389646986,0.6067334070487218,0.0006628503732707832,6.56143701574027e-05,0.0003292800782165575,449865.6397849462,227326755170.14603,0.0003019392893293116,0.5875735282897949
0.14702953201978103,0.010469938305955264,0.7460745218170252,2.858827002686234,0.4158623165034877,0.0020583684012286945,-5.1434887031444325e-05,-0.0005617682309980201,308343.27713434806,141122852191.93015,0.00026500460944589577,0.41140174865722656
0.1463243729805932,0.009497629817693087,0.8212904834498896,2.8003028910905607,0.4138678255497882,0.0019419280159969755,-0.0006168778296893848,2.143438359197877e-06,306864.45144499687,135936809244.10118,0.00023981180765986207,0.43576145172119135
0.17516118317676743,0.008993919463640572,1.0983660009948426,4.968414874335259,0.492267010472186,0.001699339952094215,0.00021762526404615307,0.00023477841427382227,347250.7398453471,155930650422.6761,0.000332818093252469,0.4918873684465392
0.17994784017682186,0.012605682902332991,-0.016050653021469435,0.1663599183286002,0.5089693521956153,-0.0023906454345581874,0.0007510632943232877,-0.0014667433845308856,377377.9729225023,197854514155.7859,0.0006096002734921058,0.37846851348876953
0.16462890949602843,0.004100892136448008,0.5117247494241716,6.628671761805835,0.4656408731359525,-0.0009682100784307388,0.0008637643714688377,-0.0004477286484105872,345251.846807415,137234752077.04977,0.00028435702915885486,0.4813508987426758
0.19743154330771087,0.009350262995292546,0.6482457492161451,4.00448502511573,0.558420732372032,-0.0009217019155303556,-0.0013314955275699255,-0.0005825882417238005,414043.9559108527,212555288970.6596,0.0002471560578669596,0.4424781799316406
0.20881965689253087,0.016855934820561323,0.34276032875406226,1.4911884832434508,0.5906311817350272,-0.0025976629142193,0.001776833996631154,-0.0010652584180279123,437926.56109148497,265912858238.38028,0.00029693540864172974,0.40807580947875977
0.22418090699257856,0.005244406034860788,1.567698640624693,7.652027540747376,0.6340793581880124,-0.0006797890510528322,-0.0005767509411369016,0.0001962465830685681,470141.43746130023,244098112882.61,0.00024665279670443846,0.5507745742797852
0.2379364501144266,0.007887813874521877,1.590160455043328,8.805697843157631,0.6729859094694627,-0.0008318094810916899,-0.0004967671458347865,-0.0009891638965550576,498988.90223036974,283680896840.14813,0.00029901272091592546,0.5293807983398438
0.14430164483498176,0.009582294962665036,0.8212486865769912,3.46538836966224,0.40814668639675344,-0.0007771522521353732,-0.0007487065020397763,-0.0018890565133334648,302622.48306897166,133723746187.74847,0.0004074523740200675,0.4447641372680664
0.1794447105115482,0.010047185483587068,0.6591277160963445,3.6928581035123056,0.5075462866030909,-0.0005708655161879012,-0.0009137705444403104,-0.001567384944511235,376322.83353871433,185806864105.1116,0.0003516703022796719,0.4571843147277832
0.22218459134497795,0.007305780102848359,1.5795710688214724,8.331647619298264,0.6284329248607835,-0.0001321733863855224,-5.316215234079017e-05,-0.0005027383902843916,465954.86010830326,249245092350.77377,0.0003177728849550476,0.5279955863952637
