mean_val,variance_val,skewness_val,kurtosis_val,approx_coeff_mean,horiz_coeff_mean,vert_coeff_mean,depth_coeff_mean,dominant_frequency_magnitude,total_energy,lbp_uniformity,porosity
0.16086924588661086,0.002750591269556036,2.1880471377751847,9.404180681540712,0.45500693860315455,8.564989067007795e-05,1.9093184604602263e-05,0.00013235662309942352,337367.2607495976,125913896962.231,0.0003254763246332004,0.585942268371582
0.2023287728614983,0.008039805463404357,2.7398469619642065,11.844655290758986,0.5722721892780726,-0.000762445523008894,0.00034911179531194985,-0.0007899018810321171,424314.1906640368,215401970767.1569,0.0003089674114562513,0.5873479843139648
0.19942950957817443,0.005808334487090578,1.9397621336599595,7.983223571267942,0.5640718343657392,5.74967098664046e-05,-0.00017482781118623484,0.0002423090453575308,418233.99487088784,200464999691.93527,0.00036748851562151685,0.5618810653686523
0.18833253373519704,0.006364812587445038,2.395154452897564,11.11648932668118,0.5326848468888083,-0.00041741132335898983,-4.363432823372837e-05,-0.00032052321802925174,394961.94978783594,183987683574.25247,0.00027696531788024004,0.5692753791809082
0.14975559979690883,0.0065470468755788255,2.7237519668141905,11.548544715932707,0.42357280054821206,4.142093952659158e-06,-0.0001785010450454027,0.0003006424442941614,314060.2556252869,127428060832.5944,0.00033037448974937433,0.6268272399902344
0.20017736600845012,0.005619980296958129,2.325962366083008,10.5451178079444,0.5661870917785464,-0.0006405461228239262,4.9610063419134874e-05,0.00014717210981104125,419802.36347935314,200950959120.36096,0.0003930348239009618,0.5697922706604004
0.2037773025178463,0.007296733604054688,1.9589262093991529,8.197679995712575,0.5763692498490864,0.00016458947998657385,-0.0005668454338953665,0.00028820148551715526,427351.9775299063,214721086468.4896,0.0003708577214638353,0.5580363273620604
0.17601539720448214,0.005285105363136144,1.8907874913923737,7.4116390809284765,0.4978467238261323,-0.00013234484970188557,2.279241641426296e-05,0.000254541314843518,369131.04227817414,159501865576.52905,0.00039476687743444927,0.5613164901733398
0.2180064262771552,0.00610259036298895,2.240428607403336,10.672082698386024,0.6166152894512862,0.0004890782237215499,-6.964658328405379e-05,-8.11527882985293e-05,457192.6128799885,235864561526.67136,0.0003550128117240092,0.5515422821044922
0.18347230140269472,0.0054762952684556205,1.526517614516035,6.057270378584642,0.5189380339269903,-0.0006653890357773965,0.0007763658570181476,0.00015785361403226666,384769.30383126414,172132418470.00247,0.000372264284578705,0.5501775741577148
0.19583789479078825,0.006226265231644912,2.454189258277845,11.596336675652651,0.5539132136794559,-0.0003348434599574519,-2.604858737616808e-05,-0.0003438547325799364,410701.83273629093,196059399492.19235,0.00034072860171363567,0.5678181648254395
0.18075821456639188,0.007222402994697032,1.3984262152689526,6.789469181373564,0.5112614371002748,-0.00021283077172191863,-0.0003017295743572332,0.00018068750442750485,379077.451194338,175464178296.6102,0.0003544333494573948,0.5272254943847656
